Id,Age,Income,Home,Emp_length,Intent, Amount ,Rate,Status,Percent_income,Default,Cred_length
25075,31,74000,MORTGAGE,13,VENTURE," 1,500.00 ",12.68,1,0.02,N,10
29464,45,74600,RENT,2,MEDICAL," 1,500.00 ",13.61,0,0.02,N,13
11604,25,75000,MORTGAGE,5,MEDICAL," 1,500.00 ",6.54,0,0.02,N,4
24850,30,77000,MORTGAGE,5,DEBTCONSOLIDATION," 1,500.00 ",6.39,0,0.02,N,7
12224,22,80000,MORTGAGE,7,EDUCATION," 1,500.00 ",10.37,0,0.02,N,2
17779,22,80000,MORTGAGE,7,DEBTCONSOLIDATION," 1,500.00 ",10.37,0,0.02,N,4
18888,32,80000,RENT,6,HOMEIMPROVEMENT," 1,500.00 ",10.74,0,0.02,N,10
29465,38,80000,RENT,0,EDUCATION," 1,500.00 ",11.49,0,0.02,N,16
18887,29,80000,RENT,0,PERSONAL," 1,500.00 ",12.42,0,0.02,N,9
12578,23,83000,MORTGAGE,7,EDUCATION," 1,500.00 ",11.12,0,0.02,N,2
12697,26,84996,MORTGAGE,6,EDUCATION," 1,500.00 ",12.23,0,0.02,N,4
12789,25,85000,MORTGAGE,6,DEBTCONSOLIDATION," 1,500.00 ",13.06,0,0.02,N,2
13032,22,87000,MORTGAGE,6,EDUCATION," 1,500.00 ",10.99,0,0.02,N,4
29466,36,89004,RENT,2,PERSONAL," 1,500.00 ",11.36,0,0.02,N,14
13311,21,90000,MORTGAGE,,EDUCATION," 1,500.00 ",10.75,0,0.02,N,4
13366,23,90000,MORTGAGE,1,DEBTCONSOLIDATION," 1,500.00 ",12.84,0,0.02,N,2
29467,40,90000,RENT,1,EDUCATION," 1,500.00 ",14.27,0,0.02,Y,14
13404,23,91000,MORTGAGE,7,PERSONAL," 1,500.00 ",14.54,0,0.02,Y,4
13505,26,92700,MORTGAGE,6,EDUCATION," 1,500.00 ",9.63,0,0.02,N,2
13502,25,92700,MORTGAGE,5,VENTURE," 1,500.00 ",14.65,0,0.02,Y,2
13757,23,96000,MORTGAGE,5,PERSONAL," 1,500.00 ",6.62,0,0.02,N,3
31462,38,96000,MORTGAGE,0,PERSONAL," 1,500.00 ",14.26,0,0.02,N,14
1652,26,96000,RENT,4,PERSONAL," 1,500.00 ",,0,0.02,Y,2
26150,27,96996,MORTGAGE,11,DEBTCONSOLIDATION," 1,500.00 ",10.95,0,0.02,N,10
31464,42,97000,MORTGAGE,13,PERSONAL," 1,500.00 ",15.96,0,0.02,Y,16
26219,28,98400,MORTGAGE,12,PERSONAL," 1,500.00 ",5.42,0,0.02,N,5
26464,30,102540,MORTGAGE,6,HOMEIMPROVEMENT," 1,500.00 ",7.9,0,0.01,N,5
28249,30,102540,MORTGAGE,6,MEDICAL," 1,500.00 ",7.9,0,0.01,N,10
14800,24,115000,MORTGAGE,7,HOMEIMPROVEMENT," 1,500.00 ",6.76,0,0.01,N,4
15532,24,132000,MORTGAGE,8,DEBTCONSOLIDATION," 1,500.00 ",17.27,1,0.01,N,2
1653,23,155004,RENT,4,MEDICAL," 1,500.00 ",,0,0.01,N,3
18216,27,160000,MORTGAGE,12,MEDICAL," 1,500.00 ",11.78,0,0.01,Y,6
32546,60,1900000,MORTGAGE,5,PERSONAL," 1,500.00 ",,0,0,N,21
1237,25,25000,OWN,7,MEDICAL," 1,525.00 ",10.95,0,0.06,N,2
15092,26,26989,RENT,2,MEDICAL," 1,525.00 ",15.23,0,0.06,Y,3
9953,24,65000,MORTGAGE,7,PERSONAL," 1,525.00 ",5.42,0,0.02,N,3
16267,24,65000,MORTGAGE,7,VENTURE," 1,525.00 ",5.42,0,0.02,N,3
15087,25,12732,RENT,,HOMEIMPROVEMENT," 1,550.00 ",15.27,1,0.12,N,2
804,23,22000,MORTGAGE,5,DEBTCONSOLIDATION," 1,550.00 ",7.49,1,0.07,N,2
1388,22,26400,MORTGAGE,,HOMEIMPROVEMENT," 1,550.00 ",,1,0.06,N,2
15090,22,34480,RENT,4,VENTURE," 1,550.00 ",15.21,0,0.04,Y,3
15957,21,6000,OWN,1,PERSONAL," 1,600.00 ",14.61,1,0.27,Y,3
31927,46,8088,RENT,15,MEDICAL," 1,600.00 ",14.42,1,0.2,Y,11
9,21,10000,OWN,6,VENTURE," 1,600.00 ",14.74,1,0.16,N,3
1654,23,10008,RENT,,DEBTCONSOLIDATION," 1,600.00 ",10.36,1,0.16,N,2
1656,21,12000,RENT,3,EDUCATION," 1,600.00 ",10.59,1,0.13,N,2
16880,21,12000,RENT,3,VENTURE," 1,600.00 ",10.59,0,0.13,N,2
96,24,12360,OWN,2,MEDICAL," 1,600.00 ",13.57,0,0.13,N,3
1657,24,14400,RENT,0,PERSONAL," 1,600.00 ",18.25,1,0.11,N,3
1658,24,15120,RENT,4,MEDICAL," 1,600.00 ",7.51,0,0.11,N,3
1659,21,15360,RENT,0,EDUCATION," 1,600.00 ",12.69,0,0.1,N,2
16008,21,15360,RENT,0,DEBTCONSOLIDATION," 1,600.00 ",12.69,0,0.1,N,3
18210,34,16800,OWN,0,PERSONAL," 1,600.00 ",13.72,0,0.1,Y,5
18890,33,18000,RENT,1,HOMEIMPROVEMENT," 1,600.00 ",9.88,1,0.09,N,5
1660,22,21600,RENT,6,PERSONAL," 1,600.00 ",,0,0.07,Y,4
1662,23,22800,RENT,0,PERSONAL," 1,600.00 ",13.06,0,0.07,N,2
15022,24,23000,RENT,2,EDUCATION," 1,600.00 ",7.68,0,0.07,N,2
15019,24,23000,RENT,2,EDUCATION," 1,600.00 ",,0,0.07,Y,2
27027,33,24000,RENT,3,EDUCATION," 1,600.00 ",8.88,0,0.07,N,6
27028,28,24000,RENT,0,MEDICAL," 1,600.00 ",15.05,1,0.07,N,5
15023,25,25000,RENT,1,DEBTCONSOLIDATION," 1,600.00 ",9.99,0,0.06,N,3
18696,33,25000,MORTGAGE,4,EDUCATION," 1,600.00 ",11.36,0,0.06,N,7
15026,24,25000,RENT,3,PERSONAL," 1,600.00 ",12.53,0,0.06,N,3
15025,25,25000,RENT,4,MEDICAL," 1,600.00 ",12.98,0,0.06,N,3
27032,33,25200,RENT,3,MEDICAL," 1,600.00 ",16.69,1,0.06,N,6
15027,26,25200,RENT,0,VENTURE," 1,600.00 ",,0,0.06,Y,2
29408,37,25700,MORTGAGE,5,EDUCATION," 1,600.00 ",,0,0.06,N,14
15028,23,26000,RENT,1,PERSONAL," 1,600.00 ",16.29,1,0.06,Y,3
15031,22,26880,RENT,2,DEBTCONSOLIDATION," 1,600.00 ",11.12,0,0.06,N,2
31606,40,28000,OWN,18,VENTURE," 1,600.00 ",9.99,0,0.06,N,17
15032,22,28150,RENT,0,MEDICAL," 1,600.00 ",6.39,0,0.06,N,4
18889,27,28500,MORTGAGE,3,VENTURE," 1,600.00 ",13.49,1,0.06,N,8
15033,25,28800,RENT,2,MEDICAL," 1,600.00 ",6.62,0,0.06,N,2
15046,23,29000,RENT,0,DEBTCONSOLIDATION," 1,600.00 ",7.88,1,0.06,N,3
15034,23,29124,RENT,3,EDUCATION," 1,600.00 ",10.83,0,0.05,N,4
19125,29,30000,MORTGAGE,2,DEBTCONSOLIDATION," 1,600.00 ",10.25,0,0.05,N,9
27041,33,30000,RENT,0,DEBTCONSOLIDATION," 1,600.00 ",10.25,0,0.05,N,9
15037,25,30000,RENT,8,PERSONAL," 1,600.00 ",16.29,0,0.05,N,3
15040,22,31000,RENT,2,MEDICAL," 1,600.00 ",9.32,0,0.05,N,3
15048,26,32000,RENT,5,VENTURE," 1,600.00 ",14.46,1,0.05,Y,3
15053,24,32400,RENT,0,EDUCATION," 1,600.00 ",13.98,1,0.05,N,3
27048,27,33000,RENT,11,HOMEIMPROVEMENT," 1,600.00 ",16.89,1,0.05,Y,5
19444,30,33300,MORTGAGE,2,MEDICAL," 1,600.00 ",7.4,0,0.05,N,5
27052,35,34000,RENT,1,VENTURE," 1,600.00 ",14.84,1,0.05,Y,6
19783,31,36000,MORTGAGE,8,EDUCATION," 1,600.00 ",10.59,0,0.04,N,7
27054,32,36000,RENT,5,DEBTCONSOLIDATION," 1,600.00 ",14.09,1,0.04,Y,9
19919,31,36900,MORTGAGE,15,HOMEIMPROVEMENT," 1,600.00 ",9.62,0,0.04,N,8
15047,24,37500,RENT,2,DEBTCONSOLIDATION," 1,600.00 ",11.03,0,0.04,Y,3
27046,30,38400,RENT,6,DEBTCONSOLIDATION," 1,600.00 ",13.49,0,0.04,N,10
20161,29,38600,OWN,9,VENTURE," 1,600.00 ",12.84,0,0.04,Y,7
27050,31,40000,RENT,0,MEDICAL," 1,600.00 ",14.79,0,0.04,N,8
27049,31,40000,RENT,9,VENTURE," 1,600.00 ",,0,0.04,N,8
4585,25,41508,MORTGAGE,9,EDUCATION," 1,600.00 ",13.11,0,0.04,Y,3
27053,30,42000,RENT,1,PERSONAL," 1,600.00 ",10.37,0,0.04,N,6
27056,29,42000,RENT,4,VENTURE," 1,600.00 ",19.16,0,0.04,Y,6
27057,29,43200,RENT,4,EDUCATION," 1,600.00 ",13.49,0,0.04,N,10
15063,23,45000,RENT,6,VENTURE," 1,600.00 ",10.08,0,0.04,N,4
5653,22,45600,MORTGAGE,3,VENTURE," 1,600.00 ",7.88,0,0.04,N,2
21417,31,48000,OWN,0,HOMEIMPROVEMENT," 1,600.00 ",9.99,0,0.03,N,8
15064,23,48000,RENT,4,EDUCATION," 1,600.00 ",13.98,0,0.03,N,3
15066,22,48000,RENT,1,MEDICAL," 1,600.00 ",14.26,0,0.03,N,4
27062,27,51000,RENT,9,VENTURE," 1,600.00 ",10.59,0,0.03,N,6
27935,27,51000,RENT,9,PERSONAL," 1,600.00 ",10.59,0,0.03,N,8
15071,21,51000,RENT,5,VENTURE," 1,600.00 ",15.62,1,0.03,N,4
27066,34,51600,RENT,,MEDICAL," 1,600.00 ",15.21,1,0.03,Y,6
31686,36,53550,RENT,1,MEDICAL," 1,600.00 ",12.21,1,0.03,N,16
15068,23,53616,RENT,6,EDUCATION," 1,600.00 ",12.42,0,0.03,N,4
15074,21,54000,RENT,0,VENTURE," 1,600.00 ",14.96,1,0.03,N,4
8060,24,55000,MORTGAGE,4,DEBTCONSOLIDATION," 1,600.00 ",13.79,0,0.03,N,2
8352,26,57068,OWN,2,VENTURE," 1,600.00 ",15.23,0,0.03,Y,4
9238,22,60000,MORTGAGE,6,EDUCATION," 1,600.00 ",11.66,0,0.03,N,4
15072,23,60000,RENT,1,MEDICAL," 1,600.00 ",13.99,0,0.03,Y,4
15075,24,62000,RENT,1,MEDICAL," 1,600.00 ",13.85,0,0.03,Y,4
17060,24,62000,RENT,1,MEDICAL," 1,600.00 ",13.85,0,0.03,Y,4
9517,26,62100,MORTGAGE,8,PERSONAL," 1,600.00 ",12.61,0,0.03,N,4
23436,35,62500,OWN,2,MEDICAL," 1,600.00 ",5.42,0,0.03,N,5
27068,29,63500,RENT,4,DEBTCONSOLIDATION," 1,600.00 ",11.83,0,0.03,N,5
27069,29,67171,RENT,13,MEDICAL," 1,600.00 ",8.9,0,0.02,N,7
27072,29,68000,RENT,4,EDUCATION," 1,600.00 ",11.48,0,0.02,N,10
10798,24,70000,MORTGAGE,8,MEDICAL," 1,600.00 ",10.99,0,0.02,N,3
15083,23,70000,RENT,7,DEBTCONSOLIDATION," 1,600.00 ",11.14,0,0.02,N,4
30996,37,72000,MORTGAGE,9,EDUCATION," 1,600.00 ",13.92,0,0.02,Y,16
32020,37,72000,MORTGAGE,9,PERSONAL," 1,600.00 ",13.92,0,0.02,N,12
15084,22,82000,RENT,2,EDUCATION," 1,600.00 ",11.89,0,0.02,N,2
12607,26,83500,MORTGAGE,3,MEDICAL," 1,600.00 ",6.76,0,0.02,N,3
27081,32,86000,RENT,4,EDUCATION," 1,600.00 ",13.23,0,0.02,Y,9
13067,23,87500,MORTGAGE,2,PERSONAL," 1,600.00 ",9.88,0,0.02,N,2
25877,33,91384,MORTGAGE,17,EDUCATION," 1,600.00 ",10.25,0,0.02,N,5
27260,31,130000,MORTGAGE,15,MEDICAL," 1,600.00 ",13.99,0,0.01,Y,6
720,22,21120,MORTGAGE,3,DEBTCONSOLIDATION," 1,625.00 ",16.89,1,0.08,Y,3
1663,22,20000,RENT,7,EDUCATION," 1,675.00 ",7.74,0,0.08,N,3
1666,23,24960,RENT,3,MEDICAL," 1,675.00 ",11.11,0,0.07,N,3
1667,23,28800,RENT,1,PERSONAL," 1,675.00 ",15.21,1,0.06,Y,2
1668,23,46300,RENT,0,PERSONAL," 1,675.00 ",6.54,0,0.04,N,3
1669,24,60000,RENT,0,HOMEIMPROVEMENT," 1,675.00 ",6.54,0,0.03,N,4
29469,42,14000,RENT,0,EDUCATION," 1,700.00 ",13.16,0,0.12,Y,13
1671,23,17688,RENT,0,PERSONAL," 1,700.00 ",11.11,0,0.1,N,3
17061,23,17688,RENT,0,DEBTCONSOLIDATION," 1,700.00 ",11.11,0,0.1,N,3
18894,29,18000,RENT,3,MEDICAL," 1,700.00 ",11.12,0,0.09,N,10
28963,29,18000,RENT,3,VENTURE," 1,700.00 ",11.12,0,0.09,N,8
1672,23,18600,RENT,2,DEBTCONSOLIDATION," 1,700.00 ",9.99,0,0.09,N,3
29470,44,27000,RENT,5,EDUCATION," 1,700.00 ",6.99,0,0.06,N,15
20021,34,31800,MORTGAGE,,PERSONAL," 1,700.00 ",,1,0.05,N,9
2364,22,32000,MORTGAGE,0,EDUCATION," 1,700.00 ",7.9,0,0.05,N,4
18895,29,33000,RENT,2,PERSONAL," 1,700.00 ",15.23,0,0.05,Y,9
28526,29,33000,RENT,2,EDUCATION," 1,700.00 ",15.23,0,0.05,Y,5
13507,24,34800,OWN,8,VENTURE," 1,700.00 ",10.38,0,0.05,N,2
18897,28,40000,RENT,1,MEDICAL," 1,700.00 ",,0,0.04,N,9
28002,28,40000,RENT,1,PERSONAL," 1,700.00 ",,0,0.04,Y,9
29472,37,44000,RENT,0,PERSONAL," 1,700.00 ",10.59,1,0.04,N,17
1674,23,45000,RENT,2,DEBTCONSOLIDATION," 1,700.00 ",14.72,0,0.04,N,2
17755,23,45000,RENT,2,EDUCATION," 1,700.00 ",14.72,0,0.04,N,2
18898,28,53040,RENT,6,DEBTCONSOLIDATION," 1,700.00 ",8.49,0,0.03,N,8
10435,23,61836,MORTGAGE,4,DEBTCONSOLIDATION," 1,700.00 ",16.77,1,0.03,N,4
23458,27,63000,MORTGAGE,11,EDUCATION," 1,700.00 ",8.49,0,0.03,N,5
12657,25,66300,MORTGAGE,9,MEDICAL," 1,700.00 ",6.76,1,0.02,N,4
13318,24,90000,MORTGAGE,4,VENTURE," 1,700.00 ",10.75,0,0.02,N,3
15936,23,9192,RENT,,PERSONAL," 1,750.00 ",7.51,1,0.19,N,3
1676,21,9600,RENT,0,EDUCATION," 1,750.00 ",8.94,1,0.18,N,2
1679,26,9840,RENT,5,VENTURE," 1,750.00 ",9.99,1,0.18,N,4
1681,22,10000,RENT,,DEBTCONSOLIDATION," 1,750.00 ",14.72,1,0.17,Y,3
1682,23,10000,RENT,1,DEBTCONSOLIDATION," 1,750.00 ",15.05,1,0.17,Y,3
1684,25,10008,RENT,,VENTURE," 1,750.00 ",7.49,1,0.17,N,3
19,24,10800,MORTGAGE,8,EDUCATION," 1,750.00 ",10.99,1,0.16,N,2
17880,30,11440,OWN,3,MEDICAL," 1,750.00 ",12.73,0,0.15,Y,5
59,24,12000,OWN,2,VENTURE," 1,750.00 ",,0,0.15,Y,3
106,25,12600,OWN,3,PERSONAL," 1,750.00 ",13.61,0,0.14,N,3
18899,31,12996,RENT,4,MEDICAL," 1,750.00 ",6.76,0,0.13,N,10
277,23,15000,MORTGAGE,1,MEDICAL," 1,750.00 ",12.68,0,0.12,Y,3
289,25,15000,OWN,2,HOMEIMPROVEMENT," 1,750.00 ",15.31,0,0.12,Y,4
1685,23,17000,RENT,0,VENTURE," 1,750.00 ",10.95,0,0.1,N,3
1686,26,22000,RENT,2,MEDICAL," 1,750.00 ",,0,0.08,N,3
1687,23,22800,RENT,3,PERSONAL," 1,750.00 ",15.7,1,0.08,Y,2
2087,22,30000,MORTGAGE,3,MEDICAL," 1,750.00 ",10.99,0,0.06,N,4
3818,21,32400,MORTGAGE,3,PERSONAL," 1,750.00 ",13.61,1,0.05,Y,4
19800,30,36000,MORTGAGE,9,EDUCATION," 1,750.00 ",11.11,0,0.05,N,8
4323,26,40000,MORTGAGE,3,VENTURE," 1,750.00 ",11.83,0,0.04,N,4
7332,25,52160,MORTGAGE,5,HOMEIMPROVEMENT," 1,750.00 ",11.89,0,0.03,N,2
23090,30,60000,MORTGAGE,14,PERSONAL," 1,750.00 ",9.99,0,0.03,N,8
11976,26,78000,MORTGAGE,4,PERSONAL," 1,750.00 ",10.36,0,0.02,N,2
11944,22,78000,MORTGAGE,2,EDUCATION," 1,750.00 ",10.65,0,0.02,N,4
13012,22,87000,MORTGAGE,7,DEBTCONSOLIDATION," 1,750.00 ",7.49,0,0.02,N,4
1688,26,96000,RENT,2,HOMEIMPROVEMENT," 1,750.00 ",6.54,0,0.02,N,2
1689,23,22800,RENT,5,EDUCATION," 1,775.00 ",6.99,0,0.08,N,4
16738,23,22800,RENT,5,DEBTCONSOLIDATION," 1,775.00 ",6.99,0,0.08,N,2
1690,21,40000,RENT,0,EDUCATION," 1,775.00 ",6.54,0,0.04,N,3
1691,23,45000,RENT,0,EDUCATION," 1,775.00 ",12.72,0,0.04,Y,2
16363,23,45000,RENT,0,EDUCATION," 1,775.00 ",12.72,0,0.04,N,2
22413,33,55000,MORTGAGE,3,MEDICAL," 1,775.00 ",7.49,0,0.03,N,7
15960,22,4800,RENT,1,PERSONAL," 1,800.00 ",14.84,1,0.38,Y,2
27886,30,9600,RENT,,PERSONAL," 1,800.00 ",5.99,1,0.19,N,8
18900,30,12000,RENT,,MEDICAL," 1,800.00 ",14.35,0,0.15,Y,5
1693,24,14400,RENT,3,DEBTCONSOLIDATION," 1,800.00 ",6.92,0,0.13,N,3
29473,41,14400,RENT,,PERSONAL," 1,800.00 ",,0,0.13,N,17
18902,28,15000,RENT,0,MEDICAL," 1,800.00 ",11.49,0,0.12,N,7
18903,33,15000,RENT,3,VENTURE," 1,800.00 ",17.54,0,0.12,Y,9
1697,21,18000,RENT,5,PERSONAL," 1,800.00 ",6.62,0,0.1,N,3
1700,22,18000,RENT,1,MEDICAL," 1,800.00 ",12.18,1,0.1,N,3
1699,26,18000,RENT,1,VENTURE," 1,800.00 ",13.8,0,0.1,Y,3
29474,40,19200,RENT,2,VENTURE," 1,800.00 ",11.99,0,0.09,N,13
1704,24,21000,RENT,2,MEDICAL," 1,800.00 ",10.65,0,0.09,N,2
18905,32,21360,RENT,1,VENTURE," 1,800.00 ",12.99,0,0.08,N,8
1707,26,22584,RENT,,PERSONAL," 1,800.00 ",8.49,0,0.08,N,2
18906,31,23766,RENT,1,MEDICAL," 1,800.00 ",13.06,0,0.08,N,7
18907,31,24000,RENT,2,MEDICAL," 1,800.00 ",8.59,0,0.07,N,6
1709,24,24000,RENT,0,MEDICAL," 1,800.00 ",11.26,0,0.07,N,2
1094,22,24449,OWN,2,VENTURE," 1,800.00 ",11.89,0,0.07,N,4
16621,22,24449,OWN,2,VENTURE," 1,800.00 ",11.89,0,0.07,N,4
1166,22,25000,MORTGAGE,4,EDUCATION," 1,800.00 ",8.49,0,0.07,N,2
17280,22,25000,MORTGAGE,4,VENTURE," 1,800.00 ",8.49,0,0.07,N,2
1710,23,25000,RENT,2,MEDICAL," 1,800.00 ",12.69,1,0.07,N,3
18908,27,25200,RENT,2,VENTURE," 1,800.00 ",6.76,0,0.07,N,10
29475,37,27000,RENT,0,MEDICAL," 1,800.00 ",11.36,0,0.07,N,11
18826,35,27204,MORTGAGE,16,PERSONAL," 1,800.00 ",7.74,0,0.07,N,7
18857,29,27996,OWN,5,HOMEIMPROVEMENT," 1,800.00 ",5.42,0,0.06,N,6
1713,25,28000,RENT,0,MEDICAL," 1,800.00 ",12.53,0,0.06,N,3
29468,37,28500,MORTGAGE,6,EDUCATION," 1,800.00 ",6.76,0,0.06,N,12
26882,27,29040,RENT,11,DEBTCONSOLIDATION," 1,800.00 ",13.23,1,0.06,Y,5
1802,22,29184,OWN,,MEDICAL," 1,800.00 ",5.42,0,0.06,N,4
29498,39,29280,OWN,0,VENTURE," 1,800.00 ",7.37,0,0.06,N,11
14853,25,30000,RENT,9,MEDICAL," 1,800.00 ",8.49,1,0.06,N,2
26535,27,30000,OWN,6,EDUCATION," 1,800.00 ",14.84,0,0.06,Y,5
14835,25,31000,RENT,2,EDUCATION," 1,800.00 ",8.32,0,0.06,N,2
16655,25,31000,RENT,2,DEBTCONSOLIDATION," 1,800.00 ",8.32,0,0.06,N,2
19365,31,32496,MORTGAGE,2,PERSONAL," 1,800.00 ",9.63,0,0.06,N,10
14838,22,33000,RENT,1,EDUCATION," 1,800.00 ",5.42,0,0.05,N,2
26886,29,33048,RENT,2,MEDICAL," 1,800.00 ",12.53,0,0.05,N,8
14840,23,33195,RENT,5,EDUCATION," 1,800.00 ",11.99,0,0.05,N,4
16744,23,33195,RENT,5,MEDICAL," 1,800.00 ",11.99,0,0.05,N,3
14842,24,33660,RENT,3,PERSONAL," 1,800.00 ",7.51,0,0.05,N,4
14843,21,34000,RENT,4,EDUCATION," 1,800.00 ",11.49,0,0.05,N,4
14869,22,34000,RENT,7,EDUCATION," 1,800.00 ",,1,0.05,N,2
26890,29,35000,RENT,12,DEBTCONSOLIDATION," 1,800.00 ",5.42,0,0.05,N,7
27908,29,35000,RENT,12,DEBTCONSOLIDATION," 1,800.00 ",5.42,0,0.05,N,5
14848,24,35000,RENT,0,MEDICAL," 1,800.00 ",7.14,0,0.05,N,2
17101,24,35000,RENT,0,PERSONAL," 1,800.00 ",7.14,0,0.05,N,3
14845,23,35000,RENT,4,EDUCATION," 1,800.00 ",10.59,0,0.05,N,3
14851,26,35000,RENT,3,MEDICAL," 1,800.00 ",11.36,0,0.05,N,3
31390,38,35000,OWN,5,EDUCATION," 1,800.00 ",16.49,0,0.05,Y,12
3295,22,36000,MORTGAGE,2,DEBTCONSOLIDATION," 1,800.00 ",6.17,0,0.05,N,4
3301,23,36000,OWN,1,VENTURE," 1,800.00 ",6.54,0,0.05,N,4
19816,32,36000,MORTGAGE,0,DEBTCONSOLIDATION," 1,800.00 ",12.61,0,0.05,N,10
26895,34,36129,RENT,3,DEBTCONSOLIDATION," 1,800.00 ",14.22,0,0.05,Y,9
14863,23,37500,RENT,0,DEBTCONSOLIDATION," 1,800.00 ",8.94,0,0.05,N,4
17551,23,37500,RENT,0,PERSONAL," 1,800.00 ",8.94,0,0.05,N,2
32521,73,39240,RENT,0,MEDICAL," 1,800.00 ",12.53,0,0.05,N,21
30093,36,39600,MORTGAGE,17,EDUCATION," 1,800.00 ",14.09,1,0.05,Y,17
31640,37,39996,RENT,2,MEDICAL," 1,800.00 ",9.63,0,0.05,N,13
14871,26,40000,RENT,0,VENTURE," 1,800.00 ",13.23,0,0.04,Y,3
16489,26,40000,RENT,0,MEDICAL," 1,800.00 ",13.23,0,0.04,Y,2
20726,32,42000,OWN,15,MEDICAL," 1,800.00 ",10.2,0,0.04,N,9
6070,23,42000,MORTGAGE,3,DEBTCONSOLIDATION," 1,800.00 ",12.99,1,0.04,Y,3
32341,58,43500,RENT,4,EDUCATION," 1,800.00 ",14.96,0,0.04,Y,21
29478,39,44000,RENT,11,MEDICAL," 1,800.00 ",14.91,1,0.04,N,17
30294,36,44004,MORTGAGE,1,MEDICAL," 1,800.00 ",10,1,0.04,N,13
1715,25,45000,RENT,2,DEBTCONSOLIDATION," 1,800.00 ",12.61,0,0.04,Y,4
1718,26,45000,RENT,5,MEDICAL," 1,800.00 ",14.11,0,0.04,Y,2
29476,36,45000,RENT,3,DEBTCONSOLIDATION," 1,800.00 ",14.27,0,0.04,Y,15
1714,22,45000,RENT,4,VENTURE," 1,800.00 ",16.49,0,0.04,N,4
1720,22,45336,RENT,6,VENTURE," 1,800.00 ",15.21,0,0.04,N,3
5651,22,45600,OWN,6,MEDICAL," 1,800.00 ",13.48,0,0.04,N,4
18910,32,45996,RENT,2,MEDICAL," 1,800.00 ",11.58,0,0.04,N,9
27907,32,45996,RENT,2,EDUCATION," 1,800.00 ",11.58,0,0.04,N,8
1721,23,48000,RENT,4,PERSONAL," 1,800.00 ",11.49,0,0.04,N,4
1722,21,48000,RENT,1,DEBTCONSOLIDATION," 1,800.00 ",13.35,0,0.04,Y,2
18911,30,49000,RENT,14,MEDICAL," 1,800.00 ",11.71,0,0.04,N,5
6721,26,50000,OWN,11,HOMEIMPROVEMENT," 1,800.00 ",11.49,0,0.04,N,4
29480,37,50400,RENT,9,VENTURE," 1,800.00 ",8.9,0,0.04,N,11
1723,23,50960,RENT,7,VENTURE," 1,800.00 ",16.02,0,0.04,N,2
29481,37,51000,RENT,5,DEBTCONSOLIDATION," 1,800.00 ",7.51,0,0.04,N,14
21976,29,51000,MORTGAGE,12,PERSONAL," 1,800.00 ",11.49,0,0.04,N,8
22051,33,52000,MORTGAGE,4,HOMEIMPROVEMENT," 1,800.00 ",7.51,0,0.03,N,5
22083,27,52000,MORTGAGE,8,VENTURE," 1,800.00 ",12.98,0,0.03,N,8
18912,28,53544,RENT,12,HOMEIMPROVEMENT," 1,800.00 ",,0,0.03,Y,7
28888,28,53544,RENT,12,MEDICAL," 1,800.00 ",,0,0.03,Y,8
7873,24,55000,MORTGAGE,8,VENTURE," 1,800.00 ",7.49,0,0.03,N,4
15968,24,55000,MORTGAGE,8,MEDICAL," 1,800.00 ",7.49,0,0.03,N,3
1725,22,57000,RENT,0,DEBTCONSOLIDATION," 1,800.00 ",14.27,0,0.03,N,3
8391,26,57600,MORTGAGE,10,MEDICAL," 1,800.00 ",12.42,0,0.03,N,3
22806,29,58000,MORTGAGE,8,DEBTCONSOLIDATION," 1,800.00 ",6.76,0,0.03,N,8
30535,41,58000,MORTGAGE,12,DEBTCONSOLIDATION," 1,800.00 ",7.51,0,0.03,N,12
1726,22,58000,RENT,3,PERSONAL," 1,800.00 ",12.18,0,0.03,N,2
8833,25,60000,MORTGAGE,9,PERSONAL," 1,800.00 ",8.49,0,0.03,N,4
18913,27,60000,RENT,11,DEBTCONSOLIDATION," 1,800.00 ",11.46,0,0.03,N,8
28772,27,60000,RENT,11,EDUCATION," 1,800.00 ",11.46,0,0.03,N,8
9189,25,60000,MORTGAGE,2,PERSONAL," 1,800.00 ",12.21,0,0.03,N,2
9400,23,62000,MORTGAGE,6,EDUCATION," 1,800.00 ",11.71,0,0.03,N,3
23636,30,65000,OWN,1,HOMEIMPROVEMENT," 1,800.00 ",16.49,0,0.03,N,9
10537,23,68400,MORTGAGE,,VENTURE," 1,800.00 ",8.88,0,0.03,N,4
24091,32,70000,MORTGAGE,8,PERSONAL," 1,800.00 ",14.65,0,0.03,Y,6
1727,22,71004,RENT,6,EDUCATION," 1,800.00 ",11.12,0,0.03,N,4
17063,22,71004,RENT,6,PERSONAL," 1,800.00 ",11.12,0,0.03,N,4
1728,22,73000,RENT,1,VENTURE," 1,800.00 ",11.41,0,0.02,N,3
24539,32,74000,MORTGAGE,0,PERSONAL," 1,800.00 ",8.94,0,0.02,N,10
1730,24,75000,RENT,5,HOMEIMPROVEMENT," 1,800.00 ",8.94,0,0.02,N,4
1729,26,75000,RENT,1,VENTURE," 1,800.00 ",9.25,0,0.02,N,2
24835,28,76992,MORTGAGE,8,EDUCATION," 1,800.00 ",12.18,0,0.02,N,8
32481,54,79864,MORTGAGE,5,PERSONAL," 1,800.00 ",9.88,0,0.02,N,21
18914,33,80000,RENT,5,PERSONAL," 1,800.00 ",10.75,0,0.02,N,7
